,trend,trend_squared,"sin(1,freq=YE-DEC)","cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)",lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_9,lag_10,lag_21,lag_22,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_min_7,rolling_max_7,is_weekend,is_holiday
2004-03-12,801.0,641601.0,0.9387101892619443,0.3447073839879338,0.647160667326606,-0.7623536388483902,6191126035.986131,6039394100.5161295,6015332439.342977,6009062633.382134,6075524610.3412285,6112114009.16647,6216359204.18019,6051622082.132672,6083762069.704111,6149812259.941755,6139203253.662503,6094130433.273608,6116334261.506674,6127630448.554106,83125733.66222085,6009062633.382134,6216359204.18019,0,0
2004-03-13,802.0,643204.0,0.9444892287836613,0.32854238191083485,0.620609481827423,-0.7841198065767103,6248399764.578035,6191126035.986131,6039394100.5161295,6015332439.342977,6009062633.382134,6075524610.3412285,6112114009.16647,6318700423.746484,6051622082.132672,6164397894.986798,6149812259.941755,6098707656.187586,6124071867.055821,6130182959.394306,91443810.55949645,6009062633.382134,6248399764.578035,1,0
2004-03-14,803.0,644809.0,0.949989922994501,0.3122805568857947,0.593326764377232,-0.8049617075821959,6566459775.879663,6248399764.578035,6191126035.986131,6039394100.5161295,6015332439.342977,6009062633.382134,6075524610.3412285,6216359204.18019,6318700423.746484,6127229569.879347,6164397894.986798,6163614194.289472,6156346407.487787,6137967983.936494,199705669.79744685,6009062633.382134,6566459775.879663,1,0
2004-03-15,804.0,646416.0,0.9552106508146316,0.2959267013472893,0.5653446739747428,-0.8248547748594245,6645334024.900165,6566459775.879663,6248399764.578035,6191126035.986131,6039394100.5161295,6015332439.342977,6009062633.382134,6112114009.16647,6216359204.18019,6049856824.427459,6127229569.879347,6245015539.226462,6192228423.247627,6146930776.003068,263693349.36501586,6009062633.382134,6645334024.900165,0,0
2004-03-16,805.0,648025.0,0.9601498736716018,0.2794856348516095,0.5366961939916005,-0.8437755598231856,6267046117.823627,6645334024.900165,6566459775.879663,6248399764.578035,6191126035.986131,6039394100.5161295,6015332439.342977,6075524610.3412285,6112114009.16647,6048548995.297069,6049856824.427459,6281870322.718103,6202874092.262858,6148103928.133274,242386998.46508318,6015332439.342977,6645334024.900165,0,0
2004-03-17,806.0,649636.0,0.9648061359537646,0.26296220265651465,0.5074150932938454,-0.8617017599480682,6005006133.258927,6267046117.823627,6645334024.900165,6566459775.879663,6248399764.578035,6191126035.986131,6039394100.5161295,6009062633.382134,6075524610.3412285,6062474098.463258,6048548995.297069,6280395136.134667,6197248668.231059,6142747231.942038,244303378.6954504,6005006133.258927,6645334024.900165,0,0
2004-03-18,807.0,651249.0,0.9691780654392536,0.2463612742933148,0.47753588643748834,-0.8786122450571482,6031352529.035318,6005006133.258927,6267046117.823627,6645334024.900165,6566459775.879663,6248399764.578035,6191126035.986131,6015332439.342977,6009062633.382134,6110944529.413261,6062474098.463258,6279246340.208838,6195800843.00982,6140866633.486299,245640770.2008343,6005006133.258927,6645334024.900165,0,0
2004-03-19,808.0,652864.0,0.9732643737003824,0.22968774213179574,0.44709379298511426,-0.8944870822287954,6215400009.119784,6031352529.035318,6005006133.258927,6267046117.823627,6645334024.900165,6566459775.879663,6248399764.578035,6039394100.5161295,6015332439.342977,6140073286.889982,6110944529.413261,6282714050.656503,6188422241.965055,6147862148.515348,244357429.04474416,6005006133.258927,6645334024.900165,0,0
2004-03-20,809.0,654481.0,0.9770638564833508,0.21294651993841582,0.4161246959914746,-0.9093075592922357,6261857375.067138,6215400009.119784,6031352529.035318,6005006133.258927,6267046117.823627,6645334024.900165,6566459775.879663,6191126035.986131,6039394100.5161295,6114616209.832123,6140073286.889982,6284636566.44066,6191672111.314123,6157400093.894252,244095260.4330004,6005006133.258927,6645334024.900165,1,0
2004-03-21,810.0,656100.0,0.9805753940631429,0.19614254142819698,0.3846650997070012,-0.923056206884176,6163860697.067641,6261857375.067138,6215400009.119784,6031352529.035318,6005006133.258927,6267046117.823627,6645334024.900165,6248399764.578035,6191126035.986131,6142985804.262413,6114616209.832123,6227122412.324658,6195368303.307063,6158222008.674423,211936437.3161925,6005006133.258927,6645334024.900165,1,0
2004-03-22,811.0,657721.0,0.9837979515735163,0.17928075881073577,0.352752086549095,-0.9357168190404935,6125116392.506098,6163860697.067641,6261857375.067138,6215400009.119784,6031352529.035318,6005006133.258927,6267046117.823627,6566459775.879663,6248399764.578035,6118006751.61039,6142985804.262413,6152805607.696933,6198910573.461699,6157398813.093233,105155189.92531832,6005006133.258927,6267046117.823627,0,0
2004-03-23,812.0,659344.0,0.9867305793119814,0.1623661413307638,0.3204232733919112,-0.9472744722987169,6033453146.9489975,6125116392.506098,6163860697.067641,6261857375.067138,6215400009.119784,6031352529.035318,6005006133.258927,6645334024.900165,6566459775.879663,6083762069.704111,6118006751.61039,6119435183.286272,6200652753.002188,6153033988.158641,99787025.68013495,6005006133.258927,6261857375.067138,0,0
2004-03-24,813.0,660969.0,0.9893724130196829,0.14540367380369,0.28771676722616724,-0.9577155432887803,5990627722.277635,6033453146.9489975,6125116392.506098,6163860697.067641,6261857375.067138,6215400009.119784,6031352529.035318,6267046117.823627,6645334024.900165,6051622082.132672,6083762069.704111,6117381124.574659,6198888130.354665,6148480593.2385845,102642196.80157812,5990627722.277635,6261857375.067138,0,0
2004-03-25,814.0,662596.0,0.9917226741361015,0.12839835514655099,0.2546711202412288,-0.9670277247913204,6106985281.550695,5990627722.277635,6033453146.9489975,6125116392.506098,6163860697.067641,6261857375.067138,6215400009.119784,6005006133.258927,6267046117.823627,6318700423.746484,6051622082.132672,6128185803.505426,6203716071.857133,6150384875.142692,95831875.42049119,5990627722.277635,6261857375.067138,0,0
2004-03-26,815.0,664225.0,0.9937806700284985,0.11135519690480875,0.22132528438243243,-0.9752000402445825,6119435961.209353,6106985281.550695,5990627722.277635,6033453146.9489975,6125116392.506098,6163860697.067641,6261857375.067138,6031352529.035318,6005006133.258927,6216359204.18019,6318700423.746484,6114476653.803937,6198595352.23022,6152747774.006434,87803897.6547072,5990627722.277635,6261857375.067138,0,0
2004-03-27,816.0,665856.0,0.9955457941960382,0.09427922177542453,0.18771856543719884,-0.9822228566828406,6064913031.040537,6119435961.209353,6106985281.550695,5990627722.277635,6033453146.9489975,6125116392.506098,6163860697.067641,6215400009.119784,6031352529.035318,6112114009.16647,6216359204.18019,6086341747.514421,6185489156.977542,6152829071.759009,59793549.956056684,5990627722.277635,6163860697.067641,1,0
2004-03-28,817.0,667489.0,0.9970175264485267,0.07717546212664653,0.15389057670406214,-0.9880878960910771,6174389540.606424,6064913031.040537,6119435961.209353,6106985281.550695,5990627722.277635,6033453146.9489975,6125116392.506098,6261857375.067138,6215400009.119784,6075524610.3412285,6112114009.16647,6087845868.019963,6157484140.17231,6154943905.465449,62154379.54153045,5990627722.277635,6174389540.606424,1,0
2004-03-29,818.0,669124.0,0.998195433059714,0.060048958514948375,0.11988119229922739,-0.99278824516254,6164143208.132985,6174389540.606424,6064913031.040537,6119435961.209353,6106985281.550695,5990627722.277635,6033453146.9489975,6163860697.067641,6261857375.067138,6009062633.382134,6075524610.3412285,6093421127.395232,6123113367.546083,6155746236.17355,67569234.70324737,5990627722.277635,6174389540.606424,0,0
2004-03-30,819.0,670761.0,0.9990791668951153,0.042904758199554596,0.08573050015569475,-0.9963183634476755,6075872485.057958,6164143208.132985,6174389540.606424,6064913031.040537,6119435961.209353,6106985281.550695,5990627722.277635,6125116392.506098,6163860697.067641,6015332439.342977,6009062633.382134,6099481032.83937,6109458108.06282,6154454778.681077,63045417.308256306,5990627722.277635,6174389540.606424,0,0
2004-03-31,820.0,672400.0,0.999668467514313,0.025747913654988658,0.05147875477034673,-0.9986740898848305,5984097948.351603,6075872485.057958,6164143208.132985,6174389540.606424,6064913031.040537,6119435961.209353,6106985281.550695,6033453146.9489975,6125116392.506098,6039394100.5161295,6015332439.342977,6098548207.992793,6107964666.283727,6149158516.817384,64944167.93386712,5984097948.351603,6174389540.606424,0,0
2004-04-01,821.0,674041.0,0.9999631612477099,0.008583481082087055,0.01716632975470737,-0.9998526477050269,6115517211.506519,5984097948.351603,6075872485.057958,6164143208.132985,6174389540.606424,6064913031.040537,6119435961.209353,5990627722.277635,6033453146.9489975,6191126035.986131,6039394100.5161295,6099767055.12934,6113976429.317384,6149075532.147254,65208426.658121236,5984097948.351603,6174389540.606424,0,0
2004-04-02,822.0,675684.0,0.9999631612477099,-0.008583481082086933,-0.017166329754707124,-0.9998526477050269,6158079741.787861,6115517211.506519,5984097948.351603,6075872485.057958,6164143208.132985,6174389540.606424,6064913031.040537,6106985281.550695,5990627722.277635,6248399764.578035,6191126035.986131,6105287595.211984,6109882124.50796,6151552787.883379,68693767.86711572,5984097948.351603,6174389540.606424,0,0
2004-04-03,823.0,677329.0,0.999668467514313,-0.025747913654988536,-0.05147875477034649,-0.9986740898848305,6235933461.206382,6158079741.787861,6115517211.506519,5984097948.351603,6075872485.057958,6164143208.132985,6174389540.606424,6119435961.209353,6106985281.550695,6566459775.879663,6248399764.578035,6129719085.235677,6108030416.375051,6157696500.51917,81212637.97241718,5984097948.351603,6235933461.206382,1,0
2004-04-04,824.0,678976.0,0.9990791668951153,-0.04290475819955447,-0.0857305001556945,-0.9963183634476755,6204538833.797393,6235933461.206382,6158079741.787861,6115517211.506519,5984097948.351603,6075872485.057958,6164143208.132985,6064913031.040537,6119435961.209353,6645334024.900165,6566459775.879663,6134026127.1201,6110935997.570031,6153891114.187533,84701088.46396483,5984097948.351603,6235933461.206382,1,0
2004-04-05,825.0,680625.0,0.998195433059714,-0.06004895851494825,-0.11988119229922714,-0.99278824516254,6086014086.761702,6204538833.797393,6235933461.206382,6158079741.787861,6115517211.506519,5984097948.351603,6075872485.057958,6174389540.606424,6064913031.040537,6267046117.823627,6645334024.900165,6122864824.06706,6108142975.731146,6149546276.94025,85217115.8195642,5984097948.351603,6235933461.206382,0,0
2004-04-06,826.0,682276.0,0.9970175264485267,-0.0771754621266464,-0.1538905767040619,-0.9880878960910772,5990665263.244081,6086014086.761702,6204538833.797393,6235933461.206382,6158079741.787861,6115517211.506519,5984097948.351603,6164143208.132985,6174389540.606424,6005006133.258927,6267046117.823627,6110692363.807935,6105086698.323652,6145497985.409504,98152095.75496674,5984097948.351603,6235933461.206382,0,0
2004-04-07,827.0,683929.0,0.9955457941960382,-0.0942792217754244,-0.1877185654371986,-0.9822228566828407,6023387666.902213,5990665263.244081,6086014086.761702,6204538833.797393,6235933461.206382,6158079741.787861,6115517211.506519,6075872485.057958,6164143208.132985,6031352529.035318,6005006133.258927,6116305180.743736,6107426694.368264,6143760087.29487,90534009.71084334,5990665263.244081,6235933461.206382,0,0
2004-04-08,828.0,685584.0,0.9937806700284985,-0.11135519690480884,-0.22132528438243262,-0.9752000402445825,6266579720.272358,6023387666.902213,5990665263.244081,6086014086.761702,6204538833.797393,6235933461.206382,6158079741.787861,5984097948.351603,6075872485.057958,6215400009.119784,6031352529.035318,6137885539.138855,6118826297.134097,6152343990.191212,106849017.10804,5990665263.244081,6266579720.272358,0,0
2004-04-09,829.0,687241.0,0.9917226741361015,-0.12839835514655107,-0.254671120241229,-0.9670277247913203,6074730440.121133,6266579720.272358,6023387666.902213,5990665263.244081,6086014086.761702,6204538833.797393,6235933461.206382,6115517211.506519,5984097948.351603,6261857375.067138,6215400009.119784,6125978496.043609,6115633045.627797,6154323923.550483,108848971.61214603,5990665263.244081,6266579720.272358,0,0
2004-04-10,830.0,688900.0,0.9893724130196829,-0.14540367380368988,-0.287716767226167,-0.9577155432887803,6076550000.189099,6074730440.121133,6266579720.272358,6023387666.902213,5990665263.244081,6086014086.761702,6204538833.797393,6158079741.787861,6115517211.506519,6163860697.067641,6261857375.067138,6103209430.183997,6116464257.709836,6155562453.539581,98160294.96338189,5990665263.244081,6266579720.272358,1,0
2004-04-11,831.0,690561.0,0.9867305793119815,-0.16236614133076344,-0.3204232733919105,-0.9472744722987171,6063027444.501492,6076550000.189099,6074730440.121133,6266579720.272358,6023387666.902213,5990665263.244081,6086014086.761702,6235933461.206382,6158079741.787861,6125116392.506098,6163860697.067641,6082993517.427439,6108509822.27377,6151292500.490094,87843443.20102198,5990665263.244081,6266579720.272358,1,0
2004-04-12,832.0,692224.0,0.9837979515735163,-0.17928075881073544,-0.35275208654909435,-0.9357168190404939,6047417497.90594,6063027444.501492,6076550000.189099,6074730440.121133,6266579720.272358,6023387666.902213,5990665263.244081,6204538833.797393,6235933461.206382,6033453146.9489975,6125116392.506098,6077479719.019473,6100172271.543266,6144593091.601025,88828053.56058455,5990665263.244081,6266579720.272358,0,0
2004-04-13,833.0,693889.0,0.980575394063143,-0.19614254142819687,-0.38466509970700097,-0.9230562068841761,6145372962.653903,6047417497.90594,6063027444.501492,6076550000.189099,6074730440.121133,6266579720.272358,6023387666.902213,6086014086.761702,6204538833.797393,5990627722.277635,6033453146.9489975,6099580818.935163,6105136591.371549,6130556864.493499,82660017.6157485,6023387666.902213,6266579720.272358,0,0
2004-04-14,834.0,695556.0,0.9770638564833508,-0.21294651993841548,-0.416124695991474,-0.9093075592922361,5987054077.449224,6145372962.653903,6047417497.90594,6063027444.501492,6076550000.189099,6074730440.121133,6266579720.272358,5990665263.244081,6086014086.761702,6106985281.550695,5990627722.277635,6094390306.156164,6105347743.449949,6108614199.578466,89129449.16036421,5987054077.449224,6266579720.272358,0,0
2004-04-15,835.0,697225.0,0.9732643737003825,-0.2296877421317954,-0.44709379298511365,-0.8944870822287957,6051059633.957104,5987054077.449224,6145372962.653903,6047417497.90594,6063027444.501492,6076550000.189099,6074730440.121133,6023387666.902213,5990665263.244081,6119435961.209353,6106985281.550695,6063601722.396842,6100743630.767848,6101414650.116251,47005579.165299945,5987054077.449224,6145372962.653903,0,0
2004-04-16,836.0,698896.0,0.9691780654392537,-0.2463612742933147,-0.4775358864374881,-0.8786122450571483,6154070567.045765,6051059633.957104,5987054077.449224,6145372962.653903,6047417497.90594,6063027444.501492,6076550000.189099,6266579720.272358,6023387666.902213,6064913031.040537,6119435961.209353,6074936026.243218,6100457261.143413,6106383464.57581,58336159.775536254,5987054077.449224,6154070567.045765,0,0
2004-04-17,837.0,700569.0,0.9648061359537646,-0.26296220265651454,-0.5074150932938452,-0.8617017599480683,6185515354.377655,6154070567.045765,6051059633.957104,5987054077.449224,6145372962.653903,6047417497.90594,6063027444.501492,6074730440.121133,6266579720.272358,6174389540.606424,6064913031.040537,6090502505.413012,6096855967.798503,6111522225.420556,71818777.96080534,5987054077.449224,6185515354.377655,1,0
2004-04-18,838.0,702244.0,0.9601498736716018,-0.2794856348516094,-0.5366961939916004,-0.8437755598231858,6111724688.965019,6185515354.377655,6154070567.045765,6051059633.957104,5987054077.449224,6145372962.653903,6047417497.90594,6076550000.189099,6074730440.121133,6164143208.132985,6174389540.606424,6097459254.6220875,6090226386.024764,6108066381.415397,71068451.50090389,5987054077.449224,6185515354.377655,1,0
2004-04-19,839.0,703921.0,0.9552106508146317,-0.2959267013472892,-0.5653446739747425,-0.8248547748594246,6132610261.217348,6111724688.965019,6185515354.377655,6154070567.045765,6051059633.957104,5987054077.449224,6145372962.653903,6063027444.501492,6076550000.189099,6075872485.057958,6164143208.132985,6109629649.380859,6093554684.200167,6103758144.28707,68311706.02679667,5987054077.449224,6185515354.377655,0,0
2004-04-20,840.0,705600.0,0.949989922994501,-0.3122805568857946,-0.5933267643772318,-0.8049617075821961,6327889337.331057,6132610261.217348,6111724688.965019,6185515354.377655,6154070567.045765,6051059633.957104,5987054077.449224,6047417497.90594,6063027444.501492,5984097948.351603,6075872485.057958,6135703417.191881,6117642118.063522,6109225765.629184,107703104.60326281,5987054077.449224,6327889337.331057,0,0
2004-04-21,841.0,707281.0,0.9444892287836613,-0.32854238191083474,-0.6206094818274228,-0.7841198065767104,6324213198.732645,6327889337.331057,6132610261.217348,6111724688.965019,6185515354.377655,6154070567.045765,6051059633.957104,6145372962.653903,6047417497.90594,6115517211.506519,5984097948.351603,6183869005.946656,6139129656.05141,6115862325.836736,105514293.18426123,6051059633.957104,6327889337.331057,0,0
2004-04-22,842.0,708964.0,0.9387101892619443,-0.3447073839879337,-0.6471606673266059,-0.7623536388483905,5995611471.97489,6324213198.732645,6327889337.331057,6132610261.217348,6111724688.965019,6185515354.377655,6154070567.045765,5987054077.449224,6145372962.653903,6158079741.787861,6115517211.506519,6175947839.949197,6119774781.173019,6114600936.670933,118436306.44823551,5995611471.97489,6327889337.331057,0,0
2004-04-23,843.0,710649.0,0.9326545075388224,-0.3607707992167833,-0.6729490241558329,-0.7396888608649669,6123884495.679019,5995611471.97489,6324213198.732645,6327889337.331057,6132610261.217348,6111724688.965019,6185515354.377655,6051059633.957104,5987054077.449224,6235933461.206382,6158079741.787861,6171635544.039662,6123285785.141439,6119042829.117645,119906044.87502317,5995611471.97489,6327889337.331057,0,0
2004-04-24,844.0,712336.0,0.926323968251495,-0.37672789363518516,-0.6979441547663436,-0.7161521883143932,6141563796.521712,6123884495.679019,5995611471.97489,6324213198.732645,6327889337.331057,6132610261.217348,6111724688.965019,6154070567.045765,6051059633.957104,6204538833.797393,6235933461.206382,6165356750.060242,6127929627.736627,6120195446.283345,120208468.69247559,5995611471.97489,6327889337.331057,1,0
2004-04-25,845.0,714025.0,0.9197204370389467,-0.39257396461417177,-0.7221165966101161,-0.691771364614222,6078470007.01812,6141563796.521712,6123884495.679019,5995611471.97489,6324213198.732645,6327889337.331057,6132610261.217348,6185515354.377655,6154070567.045765,6086014086.761702,6204538833.797393,6160606081.210685,6129032667.916387,6118829914.476972,123298676.54727581,5995611471.97489,6327889337.331057,1,0
2004-04-26,846.0,715716.0,0.9128458599921355,-0.40830434224389345,-0.7454378568683002,-0.6665751282095631,6055134577.722668,6078470007.01812,6141563796.521712,6123884495.679019,5995611471.97489,6324213198.732645,6327889337.331057,6111724688.965019,6185515354.377655,5990665263.244081,6086014086.761702,6149538126.42573,6129583887.9032955,6118503966.033042,129549447.8175096,5995611471.97489,6327889337.331057,0,0
2004-04-27,847.0,717409.0,0.9057022630804715,-0.42391439070986064,-0.7678804460366,-0.6405931786981752,5953105291.282972,6055134577.722668,6078470007.01812,6141563796.521712,6123884495.679019,5995611471.97489,6324213198.732645,6132610261.217348,6111724688.965019,6023387666.902213,5990665263.244081,6095997548.418861,6115850482.805371,6111127824.388927,120698595.97125301,5953105291.282972,6324213198.732645,0,0
2004-04-28,848.0,719104.0,0.8982917515547528,-0.4393995096591418,-0.78941791032802,-0.6138561418226115,6123404462.7116585,5953105291.282972,6055134577.722668,6078470007.01812,6141563796.521712,6123884495.679019,5995611471.97489,6327889337.331057,6132610261.217348,6266579720.272358,6023387666.902213,6067310586.130148,6125589796.0384035,6109769866.208217,71083366.17665121,5953105291.282972,6141563796.521712,0,0
2004-04-29,849.0,720801.0,0.8906165093267405,-0.4547551355561055,-0.8100248628547748,-0.5863955333706962,5992082346.253347,6123404462.7116585,5953105291.282972,6055134577.722668,6078470007.01812,6141563796.521712,6123884495.679019,6324213198.732645,6327889337.331057,6074730440.121133,6266579720.272358,6066806425.312785,6121377132.630991,6106976861.581396,71686604.44302875,5953105291.282972,6141563796.521712,0,0
2004-04-30,850.0,722500.0,0.8826787983255476,-0.4699767430273197,-0.8296770135526184,-0.5582437220268655,6042844891.786306,5992082346.253347,6123404462.7116585,5953105291.282972,6055134577.722668,6078470007.01812,6141563796.521712,5995611471.97489,6324213198.732645,6076550000.189099,6074730440.121133,6055229339.0423975,6113432441.54103,6108935093.02922,67344712.7670415,5953105291.282972,6141563796.521712,0,0
2004-05-01,851.0,724201.0,0.8744809578310397,-0.4850598461951961,-0.8483511978123038,-0.5294338912181854,6061464578.30184,6042844891.786306,5992082346.253347,6123404462.7116585,5953105291.282972,6055134577.722668,6078470007.01812,6123884495.679019,5995611471.97489,6063027444.501492,6076550000.189099,6043786593.582416,6104571671.821329,6107133338.589064,56095969.43452319,5953105291.282972,6123404462.7116585,1,0
2004-05-02,852.0,725904.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,6537981365.073288,6061464578.30184,6042844891.786306,5992082346.253347,6123404462.7116585,5953105291.282972,6055134577.722668,6141563796.521712,6123884495.679019,6047417497.90594,6063027444.501492,6109431073.304583,6135018577.257634,6119796726.031911,196528918.86276165,5953105291.282972,6537981365.073288,1,0
2004-05-03,853.0,727609.0,0.8573146280763325,-0.5147928015098304,-0.8826787983255471,-0.4699767430273207,6526787883.158875,6537981365.073288,6061464578.30184,6042844891.786306,5992082346.253347,6123404462.7116585,5953105291.282972,6078470007.01812,6141563796.521712,6145372962.653903,6047417497.90594,6176810116.938327,6163174121.682029,6129491873.430327,248730357.46516135,5953105291.282972,6537981365.073288,0,0
2004-05-04,854.0,729316.0,0.848351197812304,-0.5294338912181852,-0.8982917515547529,-0.4393995096591416,6484200218.753088,6526787883.158875,6537981365.073288,6061464578.30184,6042844891.786306,5992082346.253347,6123404462.7116585,6055134577.722668,6078470007.01812,5987054077.449224,6145372962.653903,6252680820.86263,6174339184.640745,6138813919.595517,250116980.6386905,5992082346.253347,6537981365.073288,0,0
2004-05-05,855.0,731025.0,0.8391377545563939,-0.5439189543287246,-0.9128458599921354,-0.40830434224389367,7136573140.618746,6484200218.753088,6526787883.158875,6537981365.073288,6061464578.30184,6042844891.786306,5992082346.253347,5953105291.282972,6055134577.722668,6051059633.957104,5987054077.449224,6397419203.420785,6232364894.775466,6173832554.724086,406870143.9999209,5992082346.253347,7136573140.618746,0,0
2004-05-06,856.0,732736.0,0.829677013552619,-0.5582437220268646,-0.9263239682514948,-0.3767278936351856,7088807850.056691,7136573140.618746,6484200218.753088,6526787883.158875,6537981365.073288,6061464578.30184,6042844891.786306,6123404462.7116585,5953105291.282972,6154070567.045765,6051059633.957104,6554094275.392691,6310450350.352738,6210437307.61784,434961804.86488926,6042844891.786306,7136573140.618746,0,0
2004-05-07,857.0,734449.0,0.8199717629247771,-0.5724039727378148,-0.9387101892619443,-0.3447073839879337,7428226863.950326,7088807850.056691,7136573140.618746,6484200218.753088,6526787883.158875,6537981365.073288,6061464578.30184,5992082346.253347,6123404462.7116585,6185515354.377655,6154070567.045765,6752005985.701837,6403617662.372117,6257265280.852777,476742272.2229917,6061464578.30184,7428226863.950326,0,0
2004-05-08,858.0,736164.0,0.8100248628547753,-0.5863955333706956,-0.9499899229945009,-0.3122805568857948,7034975217.007062,7428226863.950326,7088807850.056691,7136573140.618746,6484200218.753088,6526787883.158875,6537981365.073288,6042844891.786306,5992082346.253347,6111724688.965019,6185515354.377655,6891078934.088296,6467432763.835357,6282878464.077267,372275507.40171367,6484200218.753088,7428226863.950326,1,0
2004-05-09,859.0,737881.0,0.7998392447397195,-0.600214280548368,-0.9601498736716017,-0.2794856348516098,6553751966.659165,7034975217.007062,7428226863.950326,7088807850.056691,7136573140.618746,6484200218.753088,6526787883.158875,6061464578.30184,6042844891.786306,6132610261.217348,6111724688.965019,6893331877.171992,6501381475.238288,6298845848.2952,369822114.87643546,6484200218.753088,7428226863.950326,1,0
2004-05-10,860.0,739600.0,0.7894179103280197,-0.6138561418226121,-0.9691780654392537,-0.2463612742933145,6918865745.662054,6553751966.659165,7034975217.007062,7428226863.950326,7088807850.056691,7136573140.618746,6484200218.753088,6537981365.073288,6061464578.30184,6327889337.331057,6132610261.217348,6949343000.386733,6563076558.66253,6326923039.810966,332903173.4445256,6484200218.753088,7428226863.950326,0,0
2004-05-11,861.0,741321.0,0.7787639308347607,-0.6273170968742938,-0.9770638564833508,-0.21294651993841573,7242238349.138418,6918865745.662054,6553751966.659165,7034975217.007062,7428226863.950326,7088807850.056691,7136573140.618746,6526787883.158875,6537981365.073288,6324213198.732645,6327889337.331057,7057634161.870352,6655157491.366491,6366230069.96553,274556668.6383701,6553751966.659165,7428226863.950326,0,0
2004-05-12,862.0,743044.0,0.7678804460366001,-0.6405931786981751,-0.9837979515735163,-0.1792807588107359,6490647691.88779,7242238349.138418,6918865745.662054,6553751966.659165,7034975217.007062,7428226863.950326,7088807850.056691,6484200218.753088,6526787883.158875,5995611471.97489,6324213198.732645,6965359097.765929,6681389150.593356,6381004409.764925,343493733.16746324,6490647691.88779,7428226863.950326,0,0
2004-05-13,863.0,744769.0,0.7567706633464624,-0.6536804747720061,-0.989372413019683,-0.14540367380368943,6778379566.911927,6490647691.88779,7242238349.138418,6918865745.662054,6553751966.659165,7034975217.007062,7428226863.950326,7136573140.618746,6484200218.753088,6123884495.679019,5995611471.97489,6921012200.1738205,6737553237.783256,6402104629.906859,344935474.05900085,6490647691.88779,7428226863.950326,0,0
2004-05-14,864.0,746496.0,0.7454378568683001,-0.6665751282095632,-0.9937806700284985,-0.11135519690480865,7194672982.330644,6778379566.911927,6490647691.88779,7242238349.138418,6918865745.662054,6553751966.659165,7034975217.007062,7088807850.056691,7136573140.618746,6141563796.521712,6123884495.679019,6887647359.942437,6819826672.822137,6442358593.402907,295441451.6676577,6490647691.88779,7242238349.138418,0,0
2004-05-15,865.0,748225.0,0.7338853664321991,-0.6792733388972931,-0.9970175264485267,-0.07717546212664643,6776908986.024627,7194672982.330644,6778379566.911927,6490647691.88779,7242238349.138418,6918865745.662054,6553751966.659165,7428226863.950326,7088807850.056691,6078470007.01812,6141563796.521712,6850780755.516375,6870929844.802336,6466553571.805158,290045218.46265936,6490647691.88779,7242238349.138418,1,0
2004-05-16,866.0,749956.0,0.7221165966101163,-0.6917713646142218,-0.9990791668951153,-0.04290475819955472,7164240202.321119,6776908986.024627,7194672982.330644,6778379566.911927,6490647691.88779,7242238349.138418,6918865745.662054,7034975217.007062,7428226863.950326,6055134577.722668,6078470007.01812,6937993360.61094,6915662618.891466,6500225892.981003,277352310.9956599,6490647691.88779,7242238349.138418,1,0
2004-05-17,867.0,751689.0,0.7101350157125357,-0.7040655221348058,-0.9999631612477099,-0.008583481082086734,7541844995.361284,7164240202.321119,6776908986.024627,7194672982.330644,6778379566.911927,6490647691.88779,7242238349.138418,6553751966.659165,7034975217.007062,5953105291.282972,6055134577.722668,7026990396.282258,6988166698.334496,6545436881.013791,358323283.0645282,6490647691.88779,7541844995.361284,0,0
2004-05-18,868.0,753424.0,0.6979441547663439,-0.7161521883143931,-0.9996684675143132,0.025747913654987745,7533833052.382986,7541844995.361284,7164240202.321119,6776908986.024627,7194672982.330644,6778379566.911927,6490647691.88779,6918865745.662054,6553751966.659165,6123404462.7116585,5953105291.282972,7068646782.460053,7063140472.165202,6592840493.127722,401825929.6398479,6490647691.88779,7541844995.361284,0,0
2004-05-19,869.0,755161.0,0.6855476064742155,-0.7280278011569847,-0.998195433059714,0.06004895851494813,7033191292.144311,7533833052.382986,7541844995.361284,7164240202.321119,6776908986.024627,7194672982.330644,6778379566.911927,7242238349.138418,6918865745.662054,5992082346.253347,6123404462.7116585,7146153011.068129,7055756054.417029,6622859860.825288,314618314.0371307,6776908986.024627,7541844995.361284,0,0
2004-05-20,870.0,756900.0,0.672949024155833,-0.7396888608649667,-0.9955457941960382,0.09427922177542405,6677076894.641926,7033191292.144311,7533833052.382986,7541844995.361284,7164240202.321119,6776908986.024627,7194672982.330644,6490647691.88779,7242238349.138418,6042844891.786306,5992082346.253347,7131681200.743843,7026346700.458831,6634499446.068984,335960604.0599453,6677076894.641926,7541844995.361284,0,0
